id,description
89,"Merino 2 polo - The feel is bohemian, the look should at least get your foot in the door. Designed for an active lifestyle in warm to cool weather, Merino 2 is made from 73% merino wool wrapped around an all-recycled polyester (27%) core for a luxurious hand, an improved dry time and enduring strength. Inherently soft and comfortable, merino naturally resists odor, moves moisture away from the skin, regulates body temperature, and stretches. Features include set-in sleeves and offset shoulder seams that won't chafe beneath pack straps, a soft double-layered collar for comfort and a fully covered zip-neck that feels smooth against the skin. We slow-wash our merino for next-to-skin softness. Machine-wash cold; lay flat to dry. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Slow-washed merino wool resists odor naturally, insulates even when wet, is durable and stretches, provides superior performance and softness dry""</li> <li>18.5 micron-gauge yarn and jersey-knit construction for luxurious hand</li> <li>""All-recycled polyester core wicks moisture, while wool next to skin controls odor""</li> <li>""Double-layer polo collar with stand provides soft, structured comfort at neck""</li> <li>Zipper fully covered for next-to-skin comfort</li> <li>Set-in sleeves and offset shoulder seams for streamlined fit</li> <li>""Machine-wash cold, lay flat to dry""</li></ul><br><br><b>Fabric: </b>4.85-oz (165-g) 73% chlorine-free merino wool/27% all-recycled polyester. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(152 g 5.3 oz)<br><br>Made in USA."
90,"Merino 2 t-shirt - Stay calm and collected amid the frenzy of Namche Bazaar in this versatile layer. Designed for an active lifestyle in warm to cool weather, Merino 2 is made from 73% merino wool wrapped around an all-recycled polyester (27%) core for a luxurious hand, an improved dry time and enduring strength. Inherently soft and comfortable, merino naturally resists odor, moves moisture away from the skin, regulates body temperature, and stretches. Features include raglan sleeves and offset side seams that won't chafe beneath pack straps, a self-fabric collar for soft comfort and overlocked seams for a clean aesthetic. We slow-wash our merino for next-to-skin softness. Machine-wash cold; lay flat to dry. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Slow-washed merino wool resists odor naturally, insulates even when wet, is durable and stretches, provides superior performance and softness""</li> <li>18.5 micron-gauge yarn and jersey-knit construction for luxurious hand</li> <li>""All-recycled polyester core wicks moisture, while wool next to skin controls odor""</li> <li>Self-fabric collar band for comfort without binding</li> <li>Raglan sleeve seams won't chafe beneath pack straps</li> <li>Side seams offset to eliminate irritation</li> <li>""Machine-wash cold, lay flat to dry""</li></ul><br><br><b>Fabric: </b>4.85-oz (165-g) 73% chlorine-free merino wool/27% all-recycled polyester. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(141 g 4.9 oz)<br><br>Made in USA."
91,"Migration hemp shirt - Summerweight and soft, the Migration represents an inspired merger of 55% durable hemp and 45% plush organic cotton fabrics. Lightweight and cool against the skin, it travels easily between a morning of bouldering and the afternoon commute to Grand Junction. Offset shoulder seams stay smooth under the weight of a courier's bag. Comes with a side-vented straight hem and a button-through chest pocket. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Soft breathable hemp and organic cotton</li> <li>Forward shoulder seams</li> <li>Button-through chest pocket</li> <li>Straight hem with side vents</li></ul><br><br><b>Fabric: </b>4-oz 55% hemp/45% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>223 g (7.9 oz)<br><br>Made in China."
92,"Minimalist board shorts-19 in. - The Minimalist is perfectly proportioned - nothing wasted, nothing wanted. Made from light but durable 4.3-oz 100% nylon with a quick-drying DWR finish, these classic 9""""-inseam boardies hit at the knee and don't chafe. The self-draining, zippered side-seam pocket has a key loop, and the single-button fly provides easy entry and stay-on power. Outseam (size 32) is 19"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Recyclable, lightweight nylon is durable, quick-drying""</li> <li>""Flat-lying single-button fly and 3-piece, self-lined waistband contours to hip line""</li> <li>""Self-draining, side-seam zip pocket with a secure zip, and internal key loop""</li> <li>Forward inseam at crotch eliminates chafing</li> <li>""Inseam is 9""""; outseam is 19""""""</li> <li>Now available in size 29</li></ul><br><br><b>Fabric: </b>4.3-oz 100% nylon with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(173 g 6 oz)<br><br>Made in Thailand."
93,"Minimass - The Mini Mass's lesser size lets you thread narrow streets and airplane aisles without leaving chaos in your wake. This less-is-more bag has a main padded compartment with mesh organizational sleeves for pens and a phone, and a front catch pocket that's divided for further organization. A large front flap includes a stealthy zip pocket for quick-grab essentials and a reflective strip for after-hours visibility. The clean shoulder strap adjusts easily so you can sling the Mini over your head when bicycle commuting. Made from a lightweight yet tough 600-denier all-recycled polyester exterior and a slick 200-denier polyester liner; both are coated with polyurethane and a DWR (durable water repellent) finish.<br><br><b>Details:</b><ul> <li>Main flap opens to largest compartment containing organization pocket and pen slots</li> <li>Front catch pocket has divider for load control and organization</li> <li>External organizer pocket on the face of the flap for quick-grab items</li> <li>Adjustable shoulder strap</li> <li>Reflective strip improves visibility in low light</li></ul><br><br><b>Fabric: </b>8.4-oz 600-denier 100% all-recycled polyester. Lining: 3.3-oz 200-denier 100% polyester. Both with polyurethane coating and a DWR (durable water repellent) finish<br><br><b>Weight: </b>(372 g 12.9 oz)<br><br>Made in Vietnam."
94,"Mlc wheelie - The alpinist's saying  speed is of the essence  never rings truer than in teeming airport terminals. Roll up the ramp, past the crowd at the baggage carousel and out the door with this slightly more structured, wheeled version of our utilitarian MLC (Maximum Legal Carry-on). The MLC Wheelie has a super robust wheel package and a retractable U-shaped handle for better steering, control, ergonomics and durability. The main compartment holds three to five days' worth of clothes and has three zippered pockets for toiletries and electronics. Another pocket holds a 15-inch or smaller laptop. Exterior zippered pockets provide easy access to travel docs and vital gear   there's even a fleece-lined pocket for sunglasses. When the going gets bumpy, you can shoulder the load with backpack straps that hide away when not in use. Built with a 1,200-denier recycled polyester exterior and a 200-denier polyester lining; both have a polyurethane coating and DWR (durable water repellent) finish.<br><br><b>Details:</b><ul> <li>Main zippered compartment features: three zippered pockets for toiletries and electronics; another pocket holds a 15-inch or smaller laptop</li> <li>""Exterior zippered pocket provides easy-access to airline tickets and passport; fleece-lined zippered pocket is for safe transport of electronics and eyewear, and gives easy-access to office organizer""</li> <li>Padded base provides structure and protects contents</li> <li>""2-position retractable handle built for superior steering, control, ergonomics and durability""</li> <li>""Fabric handle for hand-carrying; can also carry as a backpack - in backpack mode, straps stow in a zippered compartment""</li> <li>Latest in wheel technology with smooth rolling 80-mm wheels</li> <li>Stowable business card holder to ID your bag</li></ul><br><br><b>Fabric: </b>11-oz 1200-denier 100% all-recycled polyester. Lining: 3.3-oz 200-denier 100% polyester. Both with polyurethane coating and a DWR (durable water repellent) finish<br><br><b>Weight: </b>(2711 g 94 oz)<br><br>Made in Philippines."
95,"Mountain island t-shirt - For those who aspire to meld the mountain world with life at sea, the Mountain Island T-Shirt portrays the water cycle in a singular, confluent image. Rendered by artist Geoff McFetridge, The shirt's graphic is printed on organic cotton using PVC- and phthalate-free inks. Ringspun yarns and taped shoulder seams add softness. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(150 g 5.2 oz)<br><br>Made in USA."
96,"Nine trails jkt - Somewhere between the Bridger Ridge Run (for normal trail-runners) and the Barkley Marathons (for the insane), we all find our stride. This jacket is made from lightweight, wind-resistant 15-denier 100% nylon that's treated with a Deluge DWR (durable water repellent) finish to shed light rain. Its exceptionally breathable stretch-woven back and underarm panels (91% all-recycled polyester/9% spandex) vent excess heat. The high-rise tricot-lined neck, revised wrists (now with improved elastic-style cuffs that are easily pushed up) and drawcord at the hem seal out chilly weather. The jacket stashes into its own internal chest pocket. Reflective heat-transfer logos (front and back) keep you visible.<br><br><b>Details:</b><ul> <li>""Light, slightly transparent, tough, triple-ripstop nylon soft shell on torso, arms and shoulders, and breathable recycled polyester stretch-woven fabric on back, and underarms; Deluge DWR (durable water repellent) finish for weather protection""</li> <li>Jacket stuffs into internal chest pocket</li> <li>Improved fit on lower sleeve and soft-shell fabric removed - sleeves are easily pushed up over forearms</li> <li>Drawcord at hem keeps wind out</li> <li>Reflective heat-transfer logos (front and back)</li> <li>Can be worn over baselayers and light midlayers</li></ul><br><br><b>Fabric: </b>Body: 1.1-oz 15-denier 100% nylon with 50-denier triple-ripstop yarns. Back and underarm panels: 3.5-oz 75-denier stretch woven 91% all-recycled  polyester/9% spandex. Jacket has a Deluge DWR finish<br><br><b>Weight: </b>(126 g 4.4 oz)<br><br>Made in Vietnam."
97,"Nine trails shorts - For those who view trails as their sanctuary, running means more than freedom of movement and lightness of being. Our versatile, pared-down Men's Nine Trails Shorts are made from a lightweight 75-denier 91% all-recycled polyester/9% spandex blend that has 4-way stretch, is tough yet highly breathable, and is treated with a Deluge DWR (durable water repellent) finish. The styling has ample coverage, the stitched-through pocket bags stay put, and the pockets (two front, one back) close with zippers for secure storage. An open-knit crotch gusset vents excess heat and eliminates chafing; the lightweight, breathable, moisture-wicking built-in liner extends into the waistband; and an interior drawcord fine-tunes the fit. Inseam (size M) is 8"". Reflective heat-transfer logo and reflective graphic keep you visible.<br><br><b>Details:</b><ul> <li>""Supple, soft, stretch-woven breathable fabric resists snagging and is recyclable; Deluge DWR (durable water repellent) finish for weather protection""</li> <li>""Lightweight, breathable, moisture-wicking, built-in liner extends into waistband for a comfortable fit""</li> <li>Interior drawcord</li> <li>Two front and one back pocket with zippered closures and stitched through pocket bags for secure storage</li> <li>Open-knit crotch gusset stays dry and puts an end to chafing</li> <li>Reflective heat-transfer logo and graphic</li> <li>""8"""" inseam""</li></ul><br><br><b>Fabric: </b>Body: 3.5-oz 75-denier 91% all-recycled polyester/9% spandex with 4-way stretch and Deluge DWR finish. Lining: 3.8-oz microdenier polyester crepe with moisturewicking  performance. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(181 g 6.3 oz)<br><br>Made in Vietnam."
98,"Organic logo t-shirt - Originally printed our first season debuting organic cotton, the classic Organic Logo T-Shirt commemorates Patagonia's commitment. The tee features original art by Geoff McFetridge that's printed with easy-on-the-environment PVC- and phthalate-free inks. Ringspun fabric yarns and taped shoulder seams add softness. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(150 g 5.2 oz)<br><br>Made in USA."

